HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	BCN_1	BCN_2	BCN_3	BCN_4	BCN_5	BCN_6	BCP_1	BCP_2	BCP_3	BCP_4	BCP_5	BCP_6	Peptides	Razor_unique_peptides	Unique_peptides	Sequence_coverage_	Unique_razor_sequence_coverage_	Unique_sequence_coverage_	Mol_weight_kDa_	Q_value	Score	Intensity	MS_MS_count	Peptide_counts_all_	Peptide_counts_razor_unique_	Peptide_counts_unique_	Number_of_proteins	Protein_IDs	Majority_protein_IDs	Protein_names	Gene_names	id	Fasta.headers
8.56057	8.64434	9.29655	8.93019	8.60522	9.03818	8.81313	8.56057	8.63407	8.7778	8.98153	7.80775	9.13332	8.85564	7.52593	8.003	8.85564	8.60522	25	7	7	65.5	35.9	35.9	39.029	0	225.79	9043300000	146	25	7	7	1	P00739	P00739	Haptoglobin-related protein	HPR	239	sp|P00739|HPTR_HUMAN Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2
7.46654	6.966	7.84266	8.03461	7.60124	7.88437	7.79338	7.86398	7.81583	7.38775	8.04195	7.79844	7.91797	7.11346	8.27091	7.16855	7.85503	7.54987	7	7	7	20.5	20.5	20.5	54.731	0	31.86	766970000	48	7	7	7	1	P00742	P00742	Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain	F10	241	sp|P00742|FA10_HUMAN Coagulation factor X OS=Homo sapiens OX=9606 GN=F10 PE=1 SV=2
7.54987	7.63848	8.08705	8.14571	7.4929	8.58409	8.37338	8.2958	8.01042	7.0552	8.56057	8.69765	8.65561	8.50087	8.80019	8.20985	8.23178	7.18763	25	23	23	40.4	38.3	38.3	90.568	0	93.649	2845200000	189	NaN	NaN	NaN	3	P00747;CON__P06868;Q02325	P00747	"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B"	PLG	242	sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
10.1037	9.43285	10.2639	10.232	9.71025	10.3112	10.1549	9.85047	9.91153	10.2639	9.69092	10.232	10.6367	10.0304	10.0588	8.05623	9.7874	10.1938	45	45	45	53.5	53.5	53.5	85.532	0	323.31	2.03E+11	1071	NaN	NaN	NaN	2	P00751;CON__Q3KUS7	P00751	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	243	sp|P00751|CFAB_HUMAN Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2
7.73411	7.66791	7.18763	7.93102	7.52593	7.68525	7.26203	6.97389	7.57381	7.10787	7.26515	6.966	7.38217	7.2856	7.78769	7.06383	7.19396	7.20746	10	10	10	49.2	49.2	49.2	29.246	0	42.471	776410000	43	10	10	10	1	P00918	P00918	Carbonic anhydrase 2	CA2	246	sp|P00918|CAH2_HUMAN Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2
9.16623	8.80019	9.4001	9.69092	8.71903	9.65982	9.49311	9.56767	9.65982	9.63874	9.34063	9.63874	9.93493	9.38652	9.69092	8.18261	9.3553	9.53478	31	31	31	54.5	54.5	54.5	52.602	0	323.31	53640000000	670	NaN	NaN	NaN	2	P01008;CON__P41361	P01008	Antithrombin-III	SERPINC1	247	sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1
9.32449	9.47099	9.5904	9.56767	9.22764	9.71025	9.93493	10.3662	9.9583	9.85047	10.5781	10.1037	10.0304	10.1254	10.3112	10.1938	10.5294	9.82469	35	35	35	66.3	66.3	66.3	46.736	0	323.31	1.73E+11	981	35	35	35	1	P01009	P01009	Alpha-1-antitrypsin;Short peptide from AAT	SERPINA1	248	sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
7.63848	7.78769	8.31557	8.35573	7.48071	8.69765	9.03818	9.76595	9.20343	9.0878	9.85047	9.5192	9.37244	9.47099	9.65982	9.32449	10.0588	8.8367	24	24	24	50.1	50.1	50.1	47.65	0	323.31	27933000000	428	24	24	24	1	P01011	P01011	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	SERPINA3	249	sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2
6.966	7.0552	6.86382	7.13571	6.77546	7.93754	7.86398	8.10851	7.83322	7.90495	8.33528	8.23178	8.03461	8.20985	8.72984	8.0624	8.26492	7.23689	9	9	9	20.8	20.8	20.8	53.154	0	36.044	1290300000	75	9	9	9	1	P01019	P01019	Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4	AGT	250	sp|P01019|ANGT_HUMAN Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1
9.05206	9.63874	9.73909	9.4001	9.27816	9.76595	9.71025	10.4176	10.2639	9.44814	10.232	9.5904	9.8724	9.65982	9.8724	9.7874	9.99859	9.21447	79	79	73	63.3	63.3	58.2	163.29	0	323.31	92818000000	1559	NaN	NaN	NaN	2	P01023;CON__ENSEMBL:ENSBTAP00000024146	P01023	Alpha-2-macroglobulin	A2M	251	sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3
11.8382	11.294	11.8382	11.8382	11.8382	11.8382	11.8382	11.294	11.8382	11.8382	11.294	11.8382	11.8382	11.8382	11.8382	9.8724	11.294	11.8382	209	209	195	88.5	88.5	86.3	187.15	0	323.31	1.28E+13	21057	NaN	NaN	NaN	2	P01024;O95568	P01024	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	252	sp|P01024|CO3_HUMAN Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2
10.6911	10.0588	10.7868	11.1264	10.4176	11.1264	11.1264	10.7868	10.7868	11.1264	10.2639	11.0093	11.294	10.8438	11.294	7.70024	10.3662	11.0093	117	117	117	65.9	65.9	65.9	188.3	0	323.31	1.14E+12	3971	NaN	NaN	NaN	2	P01031;CON__Q1A7A4	P01031	Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain	C5	253	sp|P01031|CO5_HUMAN Complement C5 OS=Homo sapiens OX=9606 GN=C5 PE=1 SV=4
8.59671	8.98153	8.93019	8.9941	8.24943	9.02442	8.7778	9.12258	8.74113	8.71903	9.22764	8.9941	9.15493	8.90542	9.13332	8.04195	8.91828	8.84442	25	25	25	36.2	36.2	36.2	71.957	0	151.02	11598000000	344	25	25	25	1	P01042	P01042	Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor	KNG1	259	sp|P01042|KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2
8.8367	8.91828	8.9465	9.00573	8.39647	9.09682	8.90542	8.76539	8.8367	9.31062	9.12258	9.20343	9.20343	9.27816	9.10553	8.72984	8.89336	9.03818	9	9	9	50.3	50.3	50.3	18.098	0	51.841	30898000000	183	9	9	9	1	P01591	P01591	Immunoglobulin J chain	IGJ	264	sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4
6.87326	6.90827	8.98153	7.44654	7.23991	7.53242	7.25816	9.05206	7.30946	7.60624	8.32582	8.33528	7.61508	8.54867	7.98949	7.09185	7.10787	8.49374	3	3	2	23.9	23.9	13.7	12.778	0	104.23	1991400000	31	3	3	2	1	P01599	P01599	Ig kappa chain V-I region Gal		266	sp|P01599|KV117_HUMAN Immunoglobulin kappa variable 1-17 OS=Homo sapiens OX=9606 GN=IGKV1-17 PE=1 SV=2
7.74705	7.60124	8.59671	8.95438	7.90495	8.43198	7.68932	7.56258	7.09185	7.21767	7.29605	7.48071	7.73411	8.62037	8.60522	8.55555	8.67153	8.06923	3	3	3	24.8	24.8	24.8	12.781	0	94.286	4021100000	57	3	3	3	1	P01602	P01602	Ig kappa chain V-I region HK102	IGKV1-5	267	sp|P01602|KV105_HUMAN Immunoglobulin kappa variable 1-5 OS=Homo sapiens OX=9606 GN=IGKV1-5 PE=1 SV=2
7.70024	6.95796	8.84442	8.42119	7.70899	8.2168	7.68089	7.57945	7.21767	7.19784	8.91828	7.22546	8.88305	9.3553	8.70929	7.94645	8.75068	8.54355	5	4	3	45.8	45.8	29.2	12.957	0	207.89	5596100000	53	5	4	3	1	P01615	P01615	Ig kappa chain V-II region FR		268	sp|P01615|KVD28_HUMAN Immunoglobulin kappa variable 2D-28 OS=Homo sapiens OX=9606 GN=IGKV2D-28 PE=1 SV=2
8.71903	9.16623	9.03818	9.10553	8.43935	9.19394	9.17961	8.98153	9.07633	9.32449	9.99859	9.26253	9.21447	9.29655	9.34063	8.9669	9.26253	9.73909	6	6	3	46.6	46.6	26.7	12.557	0	314.51	25598000000	122	6	6	3	1	P01619	P01619	Ig kappa chain V-III region B6		269	sp|P01619|KV320_HUMAN Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2
7.61005	9.27816	8.62037	8.57962	8.47666	7.29927	7.01869	7.80775	7.41078	7.4929	8.74113	7.01869	8.44427	8.57187	6.79448	7.86398	8.60522	6.86382	3	3	0	26.1	26.1	0	12.496	0	115.29	6180300000	39	NaN	NaN	NaN	2	P01624;A0A075B6H7	P01624	Ig kappa chain V-III region POM		270	sp|P01624|KV315_HUMAN Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2
8.27091	8.08705	8.91828	8.81313	8.31557	9.01776	7.55698	7.01869	7.24872	8.98153	9.01776	7.69453	9.0878	9.19394	8.9669	8.75068	9.10553	9.15493	2	2	1	24.8	24.8	11.1	12.283	0	44.146	9794000000	54	2	2	1	1	P01700	P01700	Ig lambda chain V-I region HA		272	sp|P01700|LV147_HUMAN Immunoglobulin lambda variable 1-47 OS=Homo sapiens OX=9606 GN=IGLV1-47 PE=1 SV=2
8.11465	7.82537	8.95438	8.50087	7.08185	8.35573	9.27816	6.98159	7.08185	8.67153	8.9669	7.20201	6.98159	8.79109	9.17961	8.35573	9.07633	8.51051	7	7	6	42.7	42.7	42.7	12.249	0	58.549	7476600000	68	7	7	6	1	P01701	P01701	Ig lambda chain V-I region NEW		273	sp|P01701|LV151_HUMAN Immunoglobulin lambda variable 1-51 OS=Homo sapiens OX=9606 GN=IGLV1-51 PE=1 SV=2
6.98689	7.77516	7.46654	7.04999	6.87326	6.92748	6.79448	7.35291	7.12453	7.2856	7.47634	7.93102	7.42784	8.10851	8.57962	7.52987	7.95742	6.97389	4	3	3	25.9	25.9	25.9	12.042	0	8.6279	1157200000	27	4	3	3	1	P01714	P01714	Ig lambda chain V-III region SH		278	sp|P01714|LV319_HUMAN Immunoglobulin lambda variable 3-19 OS=Homo sapiens OX=9606 GN=IGLV3-19 PE=1 SV=2
7.14664	7.01869	7.17431	7.98949	7.16127	8.03461	9.06749	7.55306	6.80728	7.56593	7.70024	7.19396	8.61359	8.36517	7.4929	7.11346	7.43489	7.79338	3	2	2	35.3	25.9	25.9	12.506	0	50.284	1913400000	22	3	2	2	1	P01766	P01766	Ig heavy chain V-III region BRO		285	sp|P01766|HV313_HUMAN Immunoglobulin heavy variable 3-13 OS=Homo sapiens OX=9606 GN=IGHV3-13 PE=1 SV=2
6.59321	7.07722	9.91153	9.8724	8.69181	9.22764	7.04999	9.32449	7.41569	9.47099	9.76595	6.94331	6.92748	9.42149	7.32457	9.07633	9.5192	9.34063	5	4	1	51.3	41.9	12.8	13.074	0	282.94	41552000000	105	5	4	1	1	P01772	P01772	Ig heavy chain V-III region KOL		286	sp|P01772|HV333_HUMAN Immunoglobulin heavy variable 3-33 OS=Homo sapiens OX=9606 GN=IGHV3-33 PE=1 SV=2
9.47099	9.5192	9.21447	9.63874	8.79109	9.16623	9.32449	9.43285	9.34063	9.37244	9.5192	9.32449	9.3553	9.63874	9.03818	8.88305	9.49311	9.93493	7	7	4	53.8	53.8	35	12.943	0	178.91	49779000000	163	7	7	4	1	P01780	P01780	Ig heavy chain V-III region JON		287	sp|P01780|HV307_HUMAN Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2
8.03461	8.90542	7.19784	7.54607	6.95279	8.16855	7.41881	6.91745	7.52217	6.8536	7.56593	7.88437	7.22199	9.06749	7.91114	7.55698	7.52593	7.33816	4	3	3	53.4	44.1	44.1	12.945	0	118.93	7246800000	75	NaN	NaN	NaN	2	P01782;P0DP04	P01782;P0DP04	Ig heavy chain V-III region DOB		288	sp|P01782|HV309_HUMAN Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2;sp|P0DP04|HV43D_HUMAN Immunoglobulin heavy variable 3-43D OS=Homo sapiens OX=9606 GN=IGHV3-43D PE=3 SV=1
8.51817	8.13303	8.63407	7.32936	7.10006	8.52683	9.63874	8.72984	8.0624	7.54181	8.57962	6.90827	8.85564	8.91828	9.07633	7.45537	8.40471	6.69798	6	6	1	43.2	43.2	16.8	13.917	0	303.58	9408800000	117	NaN	NaN	NaN	6	P01824;P0DP08;P0DP06;A0A0C4DH41;P01825;P0DP07	P01824;P0DP08;P0DP06;A0A0C4DH41;P01825	Ig heavy chain V-II region WAH;Ig heavy chain V-II region NEWM	IGHV4-61	290	sp|P01824|HV439_HUMAN Immunoglobulin heavy variable 4-39 OS=Homo sapiens OX=9606 GN=IGHV4-39 PE=1 SV=2;sp|P0DP08|HVD82_HUMAN Immunoglobulin heavy variable 4-38-2 OS=Homo sapiens OX=9606 GN=IGHV4-38-2 PE=3 SV=1;sp|P0DP06|HVD34_HUMAN Immunoglobulin heavy var
6.79448	7.16855	7.47282	6.59321	6.86382	7.78769	6.84221	7.40147	7.55306	8.55555	8.18759	8.35573	8.46159	9.00573	8.49374	7.52593	8.27091	7.93754	44	44	44	55.1	55.1	55.1	83.283	0	323.31	1.86E+11	547	44	44	44	1	P01833	P01833	Polymeric immunoglobulin receptor;Secretory component	PIGR	291	sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4
10.9482	11.1264	11.0093	10.8438	10.9482	10.7868	10.5781	11.0093	11.0093	10.9482	11.1264	10.9482	10.8438	10.9482	10.6911	10.6911	11.0093	11.1264	14	14	14	94.4	94.4	94.4	11.765	0	323.31	1.29E+12	2705	14	14	14	1	P01834	P01834	Ig kappa chain C region	IGKC	292	sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2
11.294	11.8382	11.294	11.294	11.1264	11.294	11.0093	11.1264	11.1264	11.294	11.8382	11.294	11.0093	11.294	11.0093	11.294	11.8382	11.294	31	31	17	74.8	74.8	46.1	36.105	0	323.31	2.37E+12	2556	31	31	17	1	P01857	P01857	Ig gamma-1 chain C region	IGHG1	293	sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1
10.8438	10.9482	10.6911	10.9482	10.5781	10.4705	10.9482	10.6911	10.8438	10.3112	10.8438	10.4176	10.2639	10.6911	10.4705	10.7868	10.8438	10.7868	25	19	14	73.6	62	46	35.9	0	323.31	8.53E+11	1892	25	19	14	1	P01859	P01859	Ig gamma-2 chain C region	IGHG2	294	sp|P01859|IGHG2_HUMAN Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2
9.71025	9.76595	9.24926	8.60522	7.74705	9.44814	9.69092	9.03818	9.29655	8.9669	9.44814	9.99859	9.17961	9.44814	9.5904	9.4001	9.21447	9.85047	21	7	7	58.4	31.3	31.3	41.287	0	323.31	51921000000	323	21	7	7	1	P01860	P01860	Ig gamma-3 chain C region	IGHG3	295	sp|P01860|IGHG3_HUMAN Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2
8.9941	10.1037	9.16623	9.12795	8.30801	9.07633	8.10851	9.63874	9.31062	9.03818	9.91153	9.10553	9.31062	9.31062	9.21447	8.67153	9.24926	9.13332	18	10	10	69.4	46.8	46.8	35.94	0	143.96	26974000000	216	18	10	10	1	P01861	P01861	Ig gamma-4 chain C region	IGHG4	296	sp|P01861|IGHG4_HUMAN Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1
10.7868	10.7868	10.9482	10.5781	10.6911	11.0093	10.8438	10.6367	10.6911	11.0093	10.7868	10.8438	10.7868	11.1264	10.3662	10.8438	10.6911	10.9482	32	32	32	67.8	67.8	67.8	49.439	0	323.31	9.30E+11	1603	32	32	32	1	P01871	P01871	Ig mu chain C region	IGHM	297	sp|P01871|IGHM_HUMAN Immunoglobulin heavy constant mu OS=Homo sapiens OX=9606 GN=IGHM PE=1 SV=4
10.3112	10.6911	10.1254	10.3112	10.2639	10.1549	10.1254	10.1938	10.3662	10.6367	11.0093	10.5294	10.4176	10.7868	10.2639	10.5781	10.9482	10.6911	23	23	14	79.6	79.6	57.5	37.654	0	323.31	9.31E+11	1089	23	23	14	1	P01876	P01876	Ig alpha-1 chain C region	IGHA1	298	sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
8.62037	8.82317	9.15493	9.38652	8.75805	8.98153	9.05206	8.69181	9.4001	9.56767	10.0588	9.38652	9.56767	9.53478	9.05206	9.3553	10.2639	9.56767	19	10	10	76.2	51.2	51.2	36.591	0	323.31	53335000000	237	19	10	10	1	P01877	P01877	Ig alpha-2 chain C region	IGHA2	299	sp|P01877|IGHA2_HUMAN Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4
8.82317	8.36517	7.13105	8.2958	9.20343	8.24061	8.35573	8.37338	8.79109	8.64434	8.31557	8.46159	6.75778	8.56057	8.32582	8.89336	9.01776	8.65561	20	16	13	54.7	46.4	38.7	40.46	0	261.05	7486100000	128	NaN	NaN	NaN	3	P01889;P13747;P17693	P01889	"HLA class I histocompatibility antigen, B-7 alpha chain"	HLA-B	301	"sp|P01889|HLAB_HUMAN HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3"
7.81583	8.47666	9.02442	7.4074	8.89336	8.17358	8.47666	7.60624	7.78769	6.90827	7.19784	7.02696	9.01776	8.28873	7.0552	9.73909	7.13105	7.02696	106	106	106	54.1	54.1	54.1	280.01	0	323.31	8142500000	383	106	106	106	1	P02549	P02549	"Spectrin alpha chain, erythrocytic 1"	SPTA1	306	"sp|P02549|SPTA1_HUMAN Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5"
9.69092	9.93493	9.9583	9.9583	9.63874	9.8724	9.85047	9.9583	9.76595	9.73909	10.1549	9.60796	9.65982	9.71025	9.60796	8.79109	9.60796	9.71025	34	34	34	73	73	73	30.777	0	323.31	80762000000	737	NaN	NaN	NaN	2	P02647;CON__P15497	P02647	Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	APOA1	307	sp|P02647|APOA1_HUMAN Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1
10.1254	10.2639	10.232	10.1938	10.0588	10.1938	10.3662	10.8438	10.5781	10.232	10.3112	9.9583	10.3112	10.1037	10.1037	8.9465	10.3112	9.9583	33	33	33	83.6	83.6	83.6	36.154	0	323.31	2.44E+11	844	NaN	NaN	NaN	2	P02649;CON__Q03247	P02649	Apolipoprotein E	APOE	308	sp|P02649|APOE_HUMAN Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1
6.80728	7.57945	8.01771	7.22546	7.53242	8.32582	7.99514	7.49799	7.18763	7.08185	7.04999	7.63044	8.46844	7.67554	8.57187	7.26968	7.55698	7.63044	4	4	4	28.9	28.9	28.9	9.3318	0	15.107	794000000	35	4	4	4	1	P02654	P02654	Apolipoprotein C-I;Truncated apolipoprotein C-I	APOC1	310	sp|P02654|APOC1_HUMAN Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1
6.98159	7.74705	6.80728	7.40147	7.47634	8.13303	7.34569	7.47282	7.45537	7.51352	7.19396	7.35684	7.95742	7.32457	8.43935	7.32936	7.22546	7.08641	3	3	3	28.7	28.7	28.7	11.284	0	12.132	525470000	23	3	3	3	1	P02655	P02655	Apolipoprotein C-II;Proapolipoprotein C-II	APOC2	311	sp|P02655|APOC2_HUMAN Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1
7.07722	8.20385	7.48071	7.65119	7.86398	8.56057	7.98277	7.21767	7.73411	7.69453	6.90827	7.84877	8.17358	7.96485	8.69765	7.20746	7.18763	7.43988	3	3	3	34.3	34.3	34.3	10.852	0	210.5	1232200000	29	3	3	3	1	P02656	P02656	Apolipoprotein C-III	APOC3	312	sp|P02656|APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1
9.26253	8.66145	9.5192	9.49311	8.46159	9.43285	9.82469	9.60796	9.71025	10.1254	9.60796	9.8724	9.5192	9.91153	10.0304	10.2639	8.9465	9.5904	47	47	47	58.3	58.3	58.3	94.972	0	323.31	90155000000	942	NaN	NaN	NaN	2	P02671;CON__P02672	P02671	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	FGA	313	sp|P02671|FIBA_HUMAN Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
8.91828	8.18261	7.64379	8.56057	7.0359	8.79109	9.15493	8.43935	8.69765	9.99859	9.21447	9.3553	8.47666	9.85047	9.76595	10.4176	8.22644	8.50087	47	47	47	76.8	76.8	76.8	55.928	0	323.31	55954000000	727	NaN	NaN	NaN	2	P02675;CON__P02676	P02675	Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	FGB	314	sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2
9.02442	8.32015	7.56593	8.62037	7.19396	8.81313	9.13332	8.7778	8.85564	9.9583	9.24926	9.37244	9.32449	9.73909	9.7874	10.3112	8.43198	8.75068	28	28	28	63.4	63.4	63.4	51.511	0	323.31	53243000000	456	NaN	NaN	NaN	2	P02679;REV__T2JZM6	P02679	Fibrinogen gamma chain	FGG	315	sp|P02679|FIBG_HUMAN Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3
9.09682	9.34063	9.49311	9.0878	9.3553	9.0878	9.09682	8.9465	9.12258	8.93019	8.9465	8.76539	9.60796	9.21447	8.68113	9.93493	8.55555	8.88305	29	29	29	39.6	39.6	39.6	101.79	0	323.31	26557000000	457	29	29	29	1	P02730	P02730	Band 3 anion transport protein	SLC4A1	316	sp|P02730|B3AT_HUMAN Band 3 anion transport protein OS=Homo sapiens OX=9606 GN=SLC4A1 PE=1 SV=3
7.15615	6.94331	6.59321	6.92748	7.08641	7.23689	7.48071	9.24926	8.53404	8.68113	9.16623	9.0878	8.9669	9.12258	9.02442	8.58934	9.19394	8.27782	8	8	8	32.6	32.6	32.6	25.038	0	38.737	6360200000	80	8	8	8	1	P02741	P02741	C-reactive protein;C-reactive protein(1-205)	CRP	317	sp|P02741|CRP_HUMAN C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1
7.50487	7.38775	7.65119	6.9359	7.4074	8.13969	8.34307	8.79109	8.46159	8.49374	8.79109	8.60522	8.43198	8.74113	8.86936	7.43145	8.59671	7.66267	8	8	8	33.2	33.2	33.2	25.387	0	63.557	3150800000	87	8	8	8	1	P02743	P02743	Serum amyloid P-component;Serum amyloid P-component(1-203)	APCS	318	sp|P02743|SAMP_HUMAN Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2
8.20985	7.61508	8.05623	7.09185	7.34227	7.9235	8.08705	8.28273	8.62037	8.43198	8.2958	8.62037	8.75068	8.33081	8.88305	8.01771	7.87632	7.8698	6	6	6	29.4	29.4	29.4	26.016	0	48.291	2662000000	79	6	6	6	1	P02745	P02745	Complement C1q subcomponent subunit A	C1QA	319	sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2
8.74113	8.04195	8.50087	8.23178	7.67554	8.30801	8.58409	8.52683	9.10553	8.80019	8.54867	8.9669	9.05206	8.72984	9.22764	8.44427	8.41337	8.33081	9	9	9	37.2	37.2	37.2	26.721	0	179.95	7452600000	176	9	9	9	1	P02746	P02746	Complement C1q subcomponent subunit B	C1QB	320	sp|P02746|C1QB_HUMAN Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
8.63407	8.09608	8.51051	8.16855	7.59586	8.26492	8.59671	8.53404	9.06749	8.79109	8.53404	9.02442	8.9465	8.64434	9.15493	8.31557	8.27782	8.2168	8	8	8	37.1	37.1	37.1	25.773	0	75.413	5979500000	133	8	8	8	1	P02747	P02747	Complement C1q subcomponent subunit C	C1QC	321	sp|P02747|C1QC_HUMAN Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3
10.4176	9.5904	10.4705	10.7868	10.1037	10.8438	10.7868	10.5294	10.6367	10.8438	10.1037	10.7868	10.4705	10.5294	10.9482	8.2958	10.1254	10.5781	44	44	44	61.9	61.9	61.9	63.173	0	323.31	5.27E+11	1380	NaN	NaN	NaN	4	P02748;CON__Q3MHN2;REV__Q4AC99;Q96BY6	P02748	Complement component C9;Complement component C9a;Complement component C9b	C9	322	sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2
8.04878	8.11465	8.36517	8.48587	8.13969	8.62037	8.67153	8.30153	8.48587	8.38869	8.93019	8.54867	8.75805	8.66145	8.95438	10.1549	8.46844	7.95202	21	21	21	70.7	70.7	70.7	38.298	0	323.31	17349000000	216	NaN	NaN	NaN	2	P02749;CON__P17690	P02749	Beta-2-glycoprotein 1	APOH	323	sp|P02749|APOH_HUMAN Beta-2-glycoprotein 1 OS=Homo sapiens OX=9606 GN=APOH PE=1 SV=3
7.16127	6.69798	7.29927	7.36888	7.14664	7.44654	7.75371	7.88971	6.97389	7.94645	8.61359	8.37338	6.84221	8.18759	8.61359	7.25216	8.10851	7.00875	11	11	11	42.9	42.9	42.9	38.177	0	88.274	795990000	55	11	11	11	1	P02750	P02750	Leucine-rich alpha-2-glycoprotein	LRG1	324	sp|P02750|A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
